_c0,Create At,Title,Company,Location,Salary Snippet,Salary Range,Salary Period,Salary From,Salary To,Salary Fixed
19,2022-03-20 19:09:42.790835,Shift Supervisor,"Wendy's | Haza Foods, LLC","","","","","","",""
20,2022-03-20 19:09:42.791434,Restaurant General Manager,Taco Bell | Tacala Companies,"","","","","","",""
21,2022-03-20 19:09:42.792025,Maintenance Technician,"Wendy's | Haza Foods, LLC","","","","","","",""
22,2022-03-20 19:09:42.792623,Assistant General Manager,Taco Bell | Tacala Companies,"","","","","","",""
23,2022-03-20 19:09:42.793255,Shift Lead,Taco Bell | Tacala Companies,"","","","","","",""
24,2022-03-20 19:09:42.793850,Assistant Manager,"Wendy's | Haza Foods, LLC","","","","","","",""
25,2022-03-20 19:09:42.794365,"Research Associate, Upstream Development",UPSIDE Foods,"Berkeley, CA","","","","","",""
26,2022-03-20 19:09:42.794850,Executive Assistant to CEO/COO,New Age Meats,"Berkeley, CA","","","","","",""
27,2022-03-20 19:09:42.795325,Research Associate - Biomaterials Engineering,New Age Meats,"Berkeley, CA","","","","","",""
28,2022-03-20 19:09:42.795780,Maintenance Parts Clerk - 2nd and 3rd Shift,"FPL FOOD, LLC","",$14 - $17 an hour,range,hourly,14,17,""
29,2022-03-20 19:09:42.796082,QUALITY ASSURANCE SUPERINTENDENT,Pilgrim's,"","","","","","",""
30,2022-03-20 19:09:42.796354,Quality Assurance Specialist II/III,"Wild Rose Foods, LLC","","","","","","",""
31,2022-03-20 19:09:42.796587,"Beef Production Jobs in MINNESOTA, INTERVIEWS in San Juan, P...",American Foods Group,"",$16.25 - $23.25 an hour,range,hourly,16.25,23.25,""
0,2022-03-20 19:09:43.746609,Food Inspector (FI),USDA Food Safety and Inspection Service,"","$35,265 - $56,790 a year",range,yearly,35265,56790,""
1,2022-03-20 19:09:43.746832,Livestock Manager,"Hancock Shaker Village, Inc","","$35,000 - $40,000 a year",range,yearly,35000,40000,""
2,2022-03-20 19:09:43.747084,General Manager,"Taco Bueno | Taco Supremo Management, LLC","","","","","","",""
3,2022-03-20 19:09:43.747330,Host,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
4,2022-03-20 19:09:43.747575,Crew Member,"Taco Bueno | Taco Supremo Management, LLC","","","","","","",""
5,2022-03-20 19:09:43.747816,Shift Manager,"Taco Bueno | Taco Supremo Management, LLC","","","","","","",""
6,2022-03-20 19:09:43.748057,Bartender,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
7,2022-03-20 19:09:43.748296,Team Member,"Burger King | Shonaz Foods, Inc.","","","","","","",""
8,2022-03-20 19:09:43.748533,Server,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
9,2022-03-20 19:09:43.748863,Crew Member,Papa Murphy's | Tom Lovelace Group,"","","","","","",""
10,2022-03-20 19:09:43.749114,Line Cook,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
11,2022-03-20 19:09:43.749359,To Go Specialist,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
12,2022-03-20 19:09:43.749638,Shift Supervisor,Papa Murphy's | Tom Lovelace Group,"","","","","","",""
13,2022-03-20 19:09:43.749866,Lead Supply Planner,Memphis Meats,"Berkeley, CA","","","","","",""
14,2022-03-20 19:09:43.750142,Restaurant General Manager,Taco Bell | Tacala Companies,"","","","","","",""
15,2022-03-20 19:09:43.750418,General Manager,"Wendy's | Haza Foods, LLC","","","","","","",""
16,2022-03-20 19:09:43.750693,Crew Member,"Wendy's | Haza Foods, LLC","","","","","","",""
17,2022-03-20 19:09:43.750971,Team Member: Service Champion,Taco Bell | Tacala Companies,"","","","","","",""
18,2022-03-20 19:09:43.751254,Team Member: Food Champion,Taco Bell | Tacala Companies,"","","","","","",""
19,2022-03-20 19:09:43.751532,Assistant General Manager,Taco Bell | Tacala Companies,"","","","","","",""
20,2022-03-20 19:09:43.751808,Shift Supervisor,"Wendy's | Haza Foods, LLC","","","","","","",""
21,2022-03-20 19:09:43.752086,Maintenance Technician,"Wendy's | Haza Foods, LLC","","","","","","",""
22,2022-03-20 19:09:43.752361,Assistant Manager,"Wendy's | Haza Foods, LLC","","","","","","",""
23,2022-03-20 19:09:43.752642,Shift Lead,Taco Bell | Tacala Companies,"","","","","","",""
24,2022-03-20 19:09:43.753011,Executive Assistant to CEO/COO,New Age Meats,"Berkeley, CA","","","","","",""
25,2022-03-20 19:09:43.753252,"Research Associate, Upstream Development",UPSIDE Foods,"Berkeley, CA","","","","","",""
26,2022-03-20 19:09:43.753478,Maintenance Parts Clerk - 2nd and 3rd Shift,"FPL FOOD, LLC","",$14 - $17 an hour,range,hourly,14,17,""
27,2022-03-20 19:09:43.753711,Research Associate - Biomaterials Engineering,New Age Meats,"Berkeley, CA","","","","","",""
28,2022-03-20 19:09:43.753924,RN Risk Manager,Connections Healthcare Staffing,"Bisbee, AZ","","","","","",""
29,2022-03-20 19:09:43.754192,QUALITY ASSURANCE SUPERINTENDENT,Pilgrim's,"","","","","","",""
30,2022-03-20 19:09:43.754451,Quality Assurance Specialist II/III,"Wild Rose Foods, LLC","","","","","","",""
31,2022-03-20 19:09:43.754664,"Beef Production Jobs in MINNESOTA, INTERVIEWS in San Juan, P...",American Foods Group,"San Juan, PR",$16.25 - $23.25 an hour,range,hourly,16.25,23.25,""
0,2022-03-20 19:09:48.700910,Halal Slaughter Person,"HVFG, LLC,","",$15 - $20 an hour,range,hourly,15,20,""
1,2022-03-20 19:09:48.701126,Livestock Manager,"Hancock Shaker Village, Inc","","$35,000 - $40,000 a year",range,yearly,35000,40000,""
2,2022-03-20 19:09:48.701346,Consumer Safety Inspector,USDA Food Safety and Inspection Service,"","$43,683 - $69,462 a year",range,yearly,43683,69462,""
3,2022-03-20 19:09:48.701729,General Manager,"Taco Bueno | Taco Supremo Management, LLC","","","","","","",""
4,2022-03-20 19:09:48.702227,Host,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
5,2022-03-20 19:09:48.702792,To Go Specialist,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
6,2022-03-20 19:09:48.703450,Crew Member,"Taco Bueno | Taco Supremo Management, LLC","","","","","","",""
7,2022-03-20 19:09:48.703958,Team Member,"Burger King | Shonaz Foods, Inc.","","","","","","",""
8,2022-03-20 19:09:48.704484,Shift Manager,"Taco Bueno | Taco Supremo Management, LLC","","","","","","",""
9,2022-03-20 19:09:48.705007,Crew Member,Papa Murphy's | Tom Lovelace Group,"","","","","","",""
10,2022-03-20 19:09:48.705382,Line Cook,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
11,2022-03-20 19:09:48.705642,Bartender,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
12,2022-03-20 19:09:48.705893,Server,Johnny Carino's | Bluestone Hospitality Group,"","","","","","",""
13,2022-03-20 19:09:48.706224,Shift Supervisor,Papa Murphy's | Tom Lovelace Group,"","","","","","",""
14,2022-03-20 19:09:48.706483,Executive Assistant to CEO/COO,New Age Meats,"Berkeley, CA","","","","","",""
15,2022-03-20 19:09:48.706787,Crew Member,"Wendy's | Haza Foods, LLC","","","","","","",""
16,2022-03-20 19:09:48.707146,General Manager,"Wendy's | Haza Foods, LLC","","","","","","",""
17,2022-03-20 19:09:48.707420,Lead Supply Planner,Memphis Meats,"Berkeley, CA","","","","","",""
18,2022-03-20 19:09:48.707678,Research Associate - Biomaterials Engineering,New Age Meats,"Berkeley, CA","","","","","",""
19,2022-03-20 19:09:48.707996,Team Member: Food Champion,Taco Bell | Tacala Companies,"","","","","","",""
20,2022-03-20 19:09:48.708354,Team Member: Service Champion,Taco Bell | Tacala Companies,"","","","","","",""
21,2022-03-20 19:09:48.708743,Shift Supervisor,"Wendy's | Haza Foods, LLC","","","","","","",""
22,2022-03-20 19:09:48.709202,Restaurant General Manager,Taco Bell | Tacala Companies,"","","","","","",""
23,2022-03-20 19:09:48.709518,Maintenance Technician,"Wendy's | Haza Foods, LLC","","","","","","",""
24,2022-03-20 19:09:48.709845,Assistant General Manager,Taco Bell | Tacala Companies,"","","","","","",""
25,2022-03-20 19:09:48.710153,Assistant Manager,"Wendy's | Haza Foods, LLC","","","","","","",""
26,2022-03-20 19:09:48.710460,Shift Lead,Taco Bell | Tacala Companies,"","","","","","",""
27,2022-03-20 19:09:48.710751,QUALITY ASSURANCE SUPERINTENDENT,Pilgrim's,"","","","","","",""
28,2022-03-20 19:09:48.711044,"Research Associate, Upstream Development",UPSIDE Foods,"Berkeley, CA","","","","","",""
29,2022-03-20 19:09:48.711310,Maintenance Parts Clerk - 2nd and 3rd Shift,"FPL FOOD, LLC","",$14 - $17 an hour,range,hourly,14,17,""
30,2022-03-20 19:09:48.711631,"Beef Production Jobs in MINNESOTA, INTERVIEWS in San Juan, P...",American Foods Group,"",$16.25 - $23.25 an hour,range,hourly,16.25,23.25,""
31,2022-03-20 19:09:48.711956,Quality Assurance Specialist II/III,"Wild Rose Foods, LLC","","","","","","",""
